24h_1	24h_2	72h_1	72h_2	proB_1	proB_2
Mgll	50.1	90.9	125.3	156.7	342.1	343.5
Tmed7	5533.5	6036.6	5818.3	6088.8	4891.9	4887.2
Mzt1	2106.6	2297.7	2125.4	2259.1	3310	3061.2
Lpcat2	53.8	18.7	41.8	19.6	175.2	248.5
Ttc28	232.1	283.9	104.9	204.7	123.4	114.5
Eefsec	895.9	894.9	971.7	1041.9	1321.7	1445.9
Rac2	17633	15857.1	19778.8	18137.1	20019.7	20417.2
Ttf2	3545.7	3565.5	3714.3	3845.4	3312.1	3387.6
Scaf11	9381	9562.8	10153.5	9708	12014.7	11809.9
Trim45	180.1	173.4	150.4	156.7	162.8	149.8
Arid2	5138.9	5543.7	5020.1	5339.7	7421.3	7029.9
Szt2	2970.1	3329.4	2959.7	3351.9	4255.4	4440.1
Shf	284.1	313.9	125.3	167.4	151.4	198.6
Ttll4	4429.6	4657.2	4473.5	4881.4	4456.5	4723.9
Slc35a4	5272.6	5262.6	5572.3	5901.8	3815.9	4270.8
Rpgrip1l	627.6	726.2	706.3	734.4	690.4	688.2
Wdr3	4139.9	3996.6	4567.2	4366.4	3667.6	3859.1
Noc4l	3267.2	2949.9	3911	3695.6	3064.3	3457.1
Ptprf	5569.7	5793.9	3563.9	3671.1	219.8	175.4
Lpp	953.5	1065.4	692.4	940.1	1324.8	1394.8
Mif	9787.7	9840.2	11930.8	11732.1	28324.2	27000.1
Fbxl8	340.7	319.5	329.5	339.8	513.1	537.2
Gstt2	203.3	257.7	170.8	234	173.1	330.1
Fem1c	2431.6	2521.7	2337	2471.6	2974.1	3080.7
Ctdp1	2117.8	2141.2	2264.6	2358	2341.8	2450.9
Kdm4a	6231.7	6437.7	5227.1	5268.2	5271.3	4978.5
Dnm2	4886.4	5063	5148.2	5218.3	5044.3	5274.5
Map2k4	2775.1	2699.7	2710.1	2679.2	2464.1	2374.2
Rtp4	1181	864.9	432.5	1006.6	98.5	130.3
Pus7l	783.6	794.6	878.9	852.9	439.5	493.3
Usp37	2881.9	2842.1	2563.4	2690.9	2673.5	2813.9
Ipo13	2024	2079.4	2167.1	2322.7	2596.8	2961.3
Fntb	975.8	970.8	862.2	943	821	825.9
Atp6v0b	3008.2	2822.5	2612.6	2706.6	2445.4	2270.6
Trappc8	2673.9	2703.4	2744.4	2803.5	3474.8	3208.6
Frrs1	1462.3	1400	1389.4	1269.1	441.6	465.3
Clasp2	2564.4	2710.9	2945.8	2949.4	2939.9	2910.1
Spg11	2061.1	2215.2	1896.1	2133.7	1805.8	2027
Agl	1662.8	1562.1	1789.4	1593.2	2500.4	2291.3
Nudt15	90.1	101.2	98.4	115.5	108.8	130.3
Ctdspl2	2718.5	2669.7	2642.3	2608.6	3855.3	3723.9
Gucd1	1022.2	978.3	958.7	1011.5	1115.4	1185.3
Cacul1	3932	4028.5	3760.7	3901.2	3991.1	4094.2
Antxr1	265.5	268	194.9	134.2	30.1	28
Eri3	1921.9	1942.5	1855.3	1921.2	1619.2	1778.5
Mcee	464.2	422.6	464.1	424	308.9	261.9
Terf2ip	947	974.6	881.7	848	1132	1140.2
Gtpbp6	1028.7	1038.3	944.8	997.8	1238.8	1192.6
Trmt13	832.8	770.3	760.1	673.7	818.9	744.3
Specc1l	2846.6	3008	2195.9	2601.8	2471.4	2566.6
Lpar6	1296.1	1297.8	1262.2	1145.7	1920.9	1634.7
Tagap	83.6	83.4	266.4	229.1	46.6	41.4
Zbtb1	2854	3142	2304.5	2780	2460	2728.6
Fan1	518.1	550.1	397.2	487.7	251.9	266.8
Crlf2	661.1	745.9	738.8	724.6	938.2	902.6
Fam160b1	1669.3	1534	2143	1406.2	2685.9	1815
Fndc3a	4268.1	4685.3	4110.6	4276.3	2839.4	2774.9
Larp4b	6484.2	6692.5	6504.2	6258.2	6928.9	7188.2
Cdc14a	1187.5	1148.8	1373.6	1058.5	1418.1	1247.4
Ppip5k1	696.3	621.3	749	738.3	1169.3	1167
Ttc7b	1058.4	1109.5	991.2	1002.7	1452.3	1477.6
Idua	619.3	696.2	624.6	734.4	582.6	564
Gtf2a2	1810.5	1678.3	1990.8	1702.9	2200.8	2085.5
Znrf1	6459.2	6413.3	6197.9	6120.1	5611.4	5121.1
Dph5	984.2	948.3	1015.3	990	701.8	739.4
Fam20b	1326.7	1459	1336.5	1427.7	1682.5	1653
Myo6	181	194	41.8	185.1	72.6	97.5
Reep4	1921.9	1951	2115.2	2132.7	2878.8	2843.1
Spata2l	218.2	242.7	223.7	214.4	157.6	164.4
Rfwd3	5170.5	5160.4	5313.4	5036.1	6006.3	6180.8
Pank1	624.8	692.5	595.8	639.4	456.1	516.5
Pcgf3	2534.7	2826.2	2190.3	2562.6	2095.1	2246.3
Pdpr	1484.6	1536.8	1479.4	1657.8	1239.8	1391.1
Pik3c3	2492.9	2482.3	2306.3	2411.8	2362.5	2298.6
Hacd3	3376.7	3246	3221.5	3268.6	2761.6	2783.5
AW554918	498.6	518.2	563.4	483.7	728.8	706.5
Vps8	1417.7	1472.1	1408.9	1398.3	1977.9	1779.7
Ddx19b	1781.7	1830.1	1794	1829.2	2298.2	2444.8
Zfp7	411.3	509.8	449.2	485.7	383.6	397.1
Cep350	3064.8	3443.7	3202.9	3633.9	4557.1	4581.4
Qsox1	225.6	270.8	189.3	139	223.9	129.1
Ucp2	47491.7	43967.3	55858	42682.3	138917.5	125257.7
Arhgap39	740.9	823.7	794.5	977.3	426.1	448.3
Acbd6	2063	1983.8	2152.3	2052.4	2274.4	2252.3
Fuk	636	725.3	568	703.1	510	526.2
Stard9	537.6	552.9	526.2	551.3	108.8	135.2
Smyd5	2470.6	2368	2991.3	2749.7	1876.3	2034.3
Lrrc24	367.7	395.4	377.7	379	245.7	257
Ccar2	3818.7	4063.1	4090.2	4454.5	5136.6	5117.4
Foxn3	802.2	903.3	567.1	674.7	1067.7	981.8
Sfxn5	221.9	189.3	250.6	198.8	98.5	97.5
Vav3	721.4	660.6	764.8	687.4	1016.9	880.7
BC034090	727.9	624.1	200.5	173.3	148.2	136.4
Lrrc14	1090	1085.1	1103.5	1104.6	939.2	1028.1
Sf3b3	17671.1	17689.1	19133.8	19081.1	16355.1	17577.8
Spr	517.1	566	546.7	668.8	260.2	304.5
Fkbpl	138.3	170.5	170.8	133.2	114	106
Gadd45gip1	1974.8	1834.8	2272.9	2154.3	1870.1	1984.4
Mnd1	253.5	273.6	371.2	300.6	216.7	292.4
Rbm4b	460.5	518.2	438.1	510.2	533.9	588.4
Recql4	1480.9	1447.8	1894.3	1689.2	1430.6	1487.3
Mtss1l	84.5	124.6	51	97.9	70.5	36.5
D930015E06Rik	3126.1	3370.6	3563.9	3667.2	5180.1	5493.8
Nrxn2	1735.3	1875.1	2103.1	1888.9	5722.3	5290.4
Exoc6b	52	68.4	62.2	60.7	102.6	125.5
Rpap2	1067.7	1095.4	1007.9	1039.9	766.1	816.2
Asb13	308.2	319.5	266.4	286.9	389.8	386.2
Tubgcp5	1449.3	1438.4	1483.1	1523.7	1398.4	1409.4
Atp7a	543.1	575.4	552.2	564	503.8	498.2
Atp6v1h	3221.7	2910.5	3321.7	3074.8	2767.8	2653.1
Fam208b	3044.4	3218.8	2830.7	2850.5	3339	3415.7
Tmem87a	1718.5	1794.5	1671.5	1842.9	2118.9	2133
Alg3	705.6	720.6	865.9	815.7	643.8	700.4
Tcea1	3010	2929.3	3350.5	3272.6	3583.7	3884.6
Ppp1r16a	829.1	880.8	853.9	881.3	822.1	812.5
Dnah8	32.5	185.5	26.9	186.1	24.9	210.7
Mrpl15	2793.7	2518.8	3101.7	2793.7	2669.4	2675
Pla2g4c	34.4	20.6	39	38.2	107.8	123
Kcnk10	0.9	1.9	1.9	1	141	129.1
Engase	322.2	360.8	349.9	367.2	202.1	255.8
Cdk10	817	873.3	774	766.7	473.7	488.5
Klf9	720.5	774	517	592.4	802.4	801.5
Ppargc1b	292.5	301.7	329.5	334.9	240.5	285
Lgals3bp	4785.2	4198.1	2952.3	4940.2	977.6	1257.1
D3Ertd254e	376	373	270.1	282	452	367.9
Pxk	1211.6	1116	1548.1	1240.7	2243.3	2254.8
Map9	78.9	99.3	113.2	97.9	378.4	425.1
Mapkbp1	625.8	615.7	563.4	597.3	626.1	616.4
Ccp110	1463.2	1419.7	2092.9	1886	2870.5	2879.7
Zdhhc15	636	797.4	363.8	615.9	462.3	467.8
Usp36	2756.5	2955.5	2801	2866.2	2307.6	2650.7
Chmp2a	1995.2	1818.9	2151.3	1924.2	2292	2187.8
Gde1	1168.9	1145.1	1250.2	1274	1404.7	1416.7
Parl	2420.5	2306.1	2307.3	2269.8	1590.2	1672.5
Rbm34	1830.9	1766.4	2027.9	1809.6	2116.8	2006.3
Vhl	929.4	1026.1	845.5	958.7	951.6	846.6
Ndufb7	2594.1	2416.7	2993.1	2796.7	2636.2	2572.7
Brk1	3947.7	3931.9	4065.1	3855.2	4088.5	3927.3
Mga	5665.4	5969.1	4722.2	4962.7	5280.7	4920.1
Trim36	704.7	590.4	733.2	504.3	467.5	348.4
Aspm	3837.3	4214.9	4810.4	4870.6	8071.3	7896
Ppp3r1	3645.1	3535.6	4227.5	3927.7	4296.9	4331.7
Tnks1bp1	69.6	53.4	74.2	49	157.6	79.2
Zfp446	522.7	568.8	536.4	582.6	590.9	663.9
Zbtb41	1160.6	1218.2	1139.7	1181.9	1501.1	1510.5
Slc16a2	136.5	163.1	290.5	177.2	48.7	24.4
Rnf225	195	195.8	357.3	253.6	241.5	248.5
Rfc3	1711.1	1565.8	2079	1887	2256.8	2141.5
Zfp944	800.3	784.3	788	669.8	946.5	883.2
Gria2	1478.1	976.4	681.2	471	898.8	959.9
Coil	865.3	866.8	1004.2	977.3	979.6	1031.8
Tesk2	599.8	556.6	611.6	516	633.4	603
Ttc37	2647	2554.5	2772.2	2915.1	2486.9	2684.8
Pqlc1	591.4	596	607	576.8	548.4	488.5
Scaper	519.9	534.1	497.5	507.2	481	544.5
Pds5b	5047	5340.4	5578.8	5637.4	7036.7	7300.3
Cpsf1	7177.8	7419.7	7588.2	7671.2	6455.2	6835
Fancd2	2698.1	2628.5	3285.5	2910.2	2967.9	3018.6
Cct2	21587.2	20861	23510.8	22823.7	19411.2	20696.2
Rpap1	2722.2	3003.3	2736.1	2970	2555.3	2751.8
Ccdc17	107.7	87.1	68.7	81.3	95.4	56
Lyl1	3354.5	2956.5	5795.1	4345.8	6445.9	6085.8
Gpbp1l1	3987.7	4116.5	3306.8	3720.1	3849.1	3600.8
Poglut1	1434.4	1412.2	1568.5	1443.4	1461.7	1629.9
Zdhhc5	3335.9	3294.7	3798.7	3582	4013.9	3945.6
Ccdc174	981.4	931.4	1012.6	939.1	1169.3	1075.6
Hdlbp	16725	17178.4	15711	16909.2	10869.2	11906.1
Tldc1	99.3	150.9	119.7	150.8	54.9	62.1
Ccs	841.2	864	795.4	825.5	503.8	511.6
Golim4	1436.3	1587.4	1403.3	1408.1	1396.4	1433.8
Kctd7	123.5	152.7	127.2	118.5	143.1	121.8
Tmed8	1203.3	1207.9	1208.4	1233.8	1213.9	1107.3
Vav1	10186.9	9909.5	11095.5	9659	9634.6	8743.8
Tpst1	186.6	202.4	133.6	215.4	1126.8	1316.8
Srsf2	23893.5	23980.5	26514.1	26111.9	25014.2	26632.2
Mks1	624.8	659.7	656.2	656.1	364.9	399.5
Pomt2	732.5	833.1	740.6	881.3	843.8	796.7
Sik3	2790	2958.3	2859.5	2931.8	2879.8	2950.3
Exoc3	1788.2	1793.6	1868.3	1830.2	1961.3	2134.2
Ino80	2981.2	3066.1	3083.2	3034.6	3645.9	3856.6
Bzrap1	1712	1486.2	2491	1665.7	3939.2	2917.4
Cipc	1708.3	1720.5	1645.5	1746.9	1494.8	1521.5
Lrrc58	3479.8	3742.7	3013.6	3468.4	2750.2	2801.7
Ogt	13316.7	14605.2	10164.6	11369.7	17341	16200
Zfc3h1	5463	5594.3	4295.3	4485.8	6073.7	5736.2
Emid1	479.1	867.7	172.6	535.6	81.9	87.7
Ccnd3	22411.7	19403	25431.9	21223.7	38810.9	41005
Irf2bpl	1584.9	1722.3	1545.3	1633.3	1011.8	1093.9
Faah	453.1	549.1	250.6	602.2	17.6	28
Zbed5	169	157.4	121.6	118.5	129.6	157.1
Rhbdd3	1029.6	1002.7	890.1	963.6	724.6	705.3
Nsf	2640.5	2707.2	3222.4	2905.4	2390.5	2600.7
Hsdl1	902.4	925.8	895.6	957.7	1257.4	1114.6
Chmp7	1859.7	1953.8	1846	1842.9	1793.4	1690.8
Lsm3	1874.5	1743.9	2180.1	1984.9	1807.9	1897.9
R3hcc1	1025	1082.3	974.5	1091.8	948.5	853.9
Chchd4	2551.4	2368	2848.4	2521.5	1410.9	1606.7
Polq	1583	1548	1880.3	1846.8	2208.1	2410.7
Efcab14	1961.8	2005.3	1677.1	1962.4	1719.8	1709.1
Mrps17	2155.8	2030.6	2282.2	2067.1	2093	2053.8
Vps18	2432.5	2459.8	2055.8	2151.4	1274	1369.2
Atm	3448.2	3673.3	3562.1	3714.2	3050.8	3208.6
Usp54	525.5	557.6	522.5	583.6	517.3	599.3
Golgb1	4184.5	4765.9	3398.7	4010.9	3482.1	3555.8
Plekhm1	1294.3	1460	1348.5	1300.4	2480.7	2472.8
Slc25a37	5791.6	5848.2	5412.7	5605.1	7021.2	6844.7
Senp6	8418.2	9731.5	7347.8	9124.4	6657.3	6229.6
Agpat1	2059.3	2072.8	1972.2	2060.3	2059.8	1996.5
Arhgap27	2894.9	3025.8	2711	2719.3	2462	2430.2
Exosc4	1040.8	1013	1123.9	1160.4	913.3	976.9
Vwa9	2702.7	2643.5	2761.1	2755.5	2364.6	2468
Zdhhc14	595.1	628.8	357.3	425	435.4	394.7
Batf	268.3	258.6	387	304.5	186.6	165.7
Setd5	9111.7	9436.3	8200.7	8556.4	9618	9791.4
Jdp2	276.7	250.2	243.2	214.4	181.4	142.5
Thoc5	2354.5	2179.6	2607	2494.1	2240.2	2175.6
Dnajc17	428.9	376.7	416.7	379.9	406.4	453.1
Evpl	1698.1	1344.7	566.1	632.6	136.8	170.5
Nipsnap1	1554.2	1564.9	1508.2	1699.9	1473.1	1502
Nek9	5906.8	6043.2	5241.9	5732.4	5183.2	5161.3
Traf3ip1	576.6	629.7	529.9	567	509	516.5
Fhod3	80.8	40.3	96.5	63.6	297.5	147.4
Med13	4159.4	4606.6	3860.9	4297.8	5229.9	5616.8
Fam53c	3200.3	3295.7	2848.4	2974.9	2545	2615.3
Ccdc15	301.7	303.6	317.4	362.3	415.7	423.9
Sdr42e1	105.8	117.1	84.5	102.8	66.3	62.1
Kif4	2497.5	2624.7	3160.2	3089.4	5151.1	4898.1
Iqsec1	1057.5	1283.8	1104.4	1091.8	1640	1805.3
Trim59	3697.1	4069.7	3726.3	4031.5	5843.6	5526.7
Slc26a2	1122.5	1198.5	1129.5	1119.3	979.6	948.9
Exosc1	1690.7	1553.7	1786.6	1802.7	1349.7	1467.9
Kctd9	934.9	973.6	1022.8	966.5	1576.7	1534.9
Brip1	1854.1	1752.3	1998.2	1941.8	2591.6	2700.6
Plcg2	28608.1	26416	29711.4	23438.7	18148.5	18638.8
Zbed4	2219.9	2366.1	1982.4	2275.7	1695.9	1724.9
Ina	78.9	134	50.1	149.8	1	23.1
Wbp2	2288.6	2373.6	2005.6	2278.6	2413.3	2259.7
Cbl	7851.8	8632.3	8940.4	9712.9	8154.2	8506.3
Ube2f	1486.4	1296	1725.3	1621.6	1601.6	1734.6
Gtf2h5	1811.4	1644.6	2045.5	1718.5	1828.6	1696.9
Smc4	12974.1	13112.4	16706.8	15146.6	25284.8	23303
Ramp1	2897.7	2771.9	2754.6	2863.2	494.5	556.7
Mtmr3	5139.9	5388.1	4570.9	4753.1	5391.6	5188.1
Cpne2	11068.9	11603.7	6070.7	6732.2	769.2	912.4
Tkfc	806.8	800.3	790.7	838.2	508	523.8
Tulp4	1514.3	1644.6	1428.4	1599.1	1870.1	1773.6
Wdr5b	340.7	290.5	318.3	287.9	365.9	313.1
AI661453	488.4	673.8	335	672.7	179.3	149.8
Cmip	5868.7	5775.2	5178.8	5256.5	5135.5	4786.1
Lif	88.2	55.3	78	48	114	126.7
Spata6	1833.7	1694.2	1905.4	1558.9	3985.9	3564.3
Pja1	1058.4	1221.9	1052.5	1152.5	473.7	464.1
Tbc1d10a	861.6	740.3	695.2	615.9	663.5	607.9
Neurl1b	214.5	268	224.6	250.7	381.5	370.3
Parp14	2826.2	2438.3	1985.2	2681.1	2230.9	2403.4
Gcsh	2333.2	2165.6	2427.9	2323.7	1671.1	1861.3
Myo15b	160.6	112.4	181.9	149.8	210.4	220.5
Zfp707	317.5	338.3	273.8	296.7	352.5	349.6
Zxdc	744.6	792.8	586.6	788.3	732.9	819.8
Cops8	2251.5	2202.1	2540.2	2416.7	2360.4	2514.2
Gbp8	97.5	95.6	26.9	76.4	58.1	45.1
Trmt5	850.5	808.7	833.4	832.3	757.8	773.5
Cyb561a3	2609.9	2265.8	3430.3	2454.9	4652.5	4016.2
Dhrs11	591.4	595	696.1	701.1	378.4	356.9
Polr3b	2041.6	2100.9	1985.2	2235.6	1731.2	1911.3
Ifit1	113.3	95.6	52.9	101.8	10.4	17.1
Caskin2	93.8	138.7	77	163.5	285.1	366.7
Sec22a	497.6	519.1	392.6	401.5	459.2	442.2
Diaph2	1797.5	1911.6	1845.1	2028.9	1532.2	1547
Snx2	6349.6	5660.8	8629.5	7461.7	14093.2	14689.6
Uaca	382.5	294.2	567.1	367.2	3414.7	2977.1
Kdelc2	174.5	211.8	179.1	138.1	32.1	32.9
Pcnxl4	289.7	328.9	308.1	295.7	295.4	279
Mad2l1bp	979.5	900.5	839.9	763.8	1077.1	1101.2
Hmgxb4	1910.7	1917.2	1986.1	1963.3	2259.9	2224.3
Zfp395	2371.2	2511.3	2143	2118.1	3972.4	4051.5
Ice1	4385	4314.3	3937.9	4171.5	4561.2	4761.7
Zfp418	142.1	123.7	107.7	110.7	107.8	93.8
Morc2a	7762.7	8256.5	6702.8	7452.9	5925.5	6637.6
Rsrc1	2279.3	2239.6	2488.2	2338.4	2235	2152.5
A230046K03Rik	2909.7	2872.1	3240	3170.7	4697	4795.8
Ccpg1	96.6	97.5	95.6	106.7	121.3	113.3
Atp5h	5483.4	5047.1	5985.3	5512	5782.4	5685.1
Daam1	547.8	575.4	534.6	589.5	438.5	472.6
Papd7	1239.5	1183.5	1188	1268.1	1716.7	1683.5
Hid1	137.4	190.2	51	143.9	162.8	126.7
8430429K09Rik	195.9	166.8	150.4	142	150.3	142.5
Myo5a	5217.9	6056.3	5116.6	6172	3351.5	4303.7
Ppp1r18	3439	2781.2	4759.3	3684.8	8761.7	8553.8
2700049A03Rik	1568.1	1680.2	1664.1	1623.5	1807.9	1710.3
Mon2	3173.4	3448.4	3408	3417.5	3933	3911.4
Zcchc11	5273.6	5013.3	4752.8	4898.1	8099.3	7681.6
Chst11	196.8	238	170.8	262.4	64.3	53.6
Ppm1h	663.8	831.2	399.1	644.3	99.5	126.7
Pik3ip1	1735.3	1960.3	1227.9	1380.7	1453.4	1268.1
Ssh3	825.4	897.7	909.5	851.9	2243.3	1773.6
Mtrr	1368.5	1439.3	1507.2	1463	961	1005
Tmem5	727	674.7	778.7	699.2	682.1	672.4
Gpatch8	3405.5	3699.5	3103.6	3320.5	3570.2	3801.8
Ly6d	14007.4	12327.1	4671.2	5444.5	1337.3	1787
Zyg11b	3184.6	3360.3	3047.9	3305.9	3899.9	4358.5
Setmar	178.3	162.1	149.4	136.1	142	145
Tiparp	624.8	629.7	694.2	667.8	874.9	700.4
Ankrd12	1596.9	1545.2	1433	1309.2	1890.8	1740.7
Cd300a	404.8	239	266.4	148.8	2.1	4.9
Ythdc2	1018.5	970.8	1125.8	1071.3	1371.5	1368
Cacna1a	204.3	205.2	189.3	179.2	100.6	102.3
Tmem109	702.8	774	1168.5	1055.6	1106.1	1203.5
Bmp2k	1886.6	2025	2173.6	2372.7	2014.2	2213.4
Xpot	9593.6	9766.1	10086.6	9470.1	7679.5	8254.1
Pbx2	3717.5	3565.5	3773.7	3375.4	3176.3	3129.4
Tdg	2434.4	2424.2	2811.2	2636.1	2800	2880.9
Dbn1	917.3	1046.7	525.3	901.9	58.1	69.4
Rnps1	5569.7	5386.3	6290.7	5998.7	7070.9	7089.6
Gns	3294.1	3001.4	3085	2602.8	2076.4	1762.6
Grn	432.7	427.3	665.5	715.8	423	626.1
Ppp1r21	3144.6	2693.1	3411.7	2699.7	3562.9	3267.1
Ttyh2	1682.3	1767.3	780.5	1046.8	68.4	96.2
Tmx4	1791	1948.2	1599.1	1770.4	2082.6	1923.4
Cnot6l	5661.6	6115.3	5218.7	5756.8	7561.3	7531.8
Mrps10	1737.1	1680.2	1954.6	1850.7	1303.1	1352.1
Dgkh	150.4	203.3	182.8	213.5	70.5	70.7
Nagk	351.9	412.3	381.5	328	300.6	275.3
Sirt6	809.6	916.5	838.1	865.6	768.2	830.8
Tmub2	1430.7	1499.3	1347.6	1342.5	1436.8	1370.4
Tle6	128.1	137.7	139.2	137.1	122.3	97.5
Map4k5	2415.8	2280.8	2027	2012.3	1710.5	1316.8
Dusp5	5727.6	4862.5	3847	3684.8	2753.3	3141.6
Tle2	106.8	144.3	86.3	81.3	24.9	36.5
BC030867	910.8	904.3	1119.3	1022.3	807.5	864.9
Gna11	1337.9	1476.8	999.6	1158.4	1173.5	1240.1
Gpsm3	703.8	734.7	831.6	874.4	1289.6	1366.8
Rab24	1972.9	2015.6	2497.5	2175.8	2702.5	2376.6
Gna15	1419.6	964.2	1796.8	1355.2	2140.7	2000.2
G6pc3	1183.8	1223.8	1264.1	1277.9	1211.8	1186.5
Unc13a	107.7	147.1	129	145.9	265.4	299.7
Zfp661	326.8	327	237.6	263.4	252.9	258.2
Sos2	2157.7	2219.9	1941.6	1958.4	1613	1561.7
Colgalt1	13063.2	13573.4	8771.5	9939.1	5609.3	5564.5
Cpsf7	5581.8	5742.4	5790.4	5490.5	6876.1	6598.7
Nup54	2153.1	2076.5	2381.5	2161.1	2456.8	2582.5
Tet3	4762.9	5067.7	4735.2	4863.8	4420.2	4367
Tespa1	739	792.8	536.4	789.3	493.4	605.4
Ttc21b	1052.9	995.2	1390.3	1155.5	1059.5	1073.2
Tmem127	1907	2065.3	1922.1	2033.8	2292	2258.4
Acot11	1083.5	1344.7	797.2	1085	229.1	190
Mfsd12	2957.1	2956.5	2250.7	2538.1	1171.4	1274.2
Fam214a	831	872.4	698.9	774.6	698.7	738.2
Ano8	1298.9	1422.5	1126.7	1308.2	678	723.6
Ankrd27	2321.1	2420.4	2584.8	2630.2	2179	2286.4
Myl12b	5047.9	4621.6	5235.4	4850.1	5003.9	4675.2
Nudt19	1639.6	1550.8	1900.8	1761.6	1388.1	1642.1
Mrpl34	1790	1648.3	1758.8	1758.7	1388.1	1364.3
Tbxa2r	156.9	165.9	226.5	281	1401.5	1435
Lrr1	448.4	446	520.7	513.1	546.3	537.2
Cactin	2491.9	2418.6	3149.1	2887.7	3609.6	3759.2
Rps29	18344.2	15457	19127.3	15774.3	19257.7	17250.1
Cog3	2193	2352	2096.6	2177.8	2454.8	2338.8
Pip5k1c	6089.7	6269.9	5915.7	6504	7687.8	7562.2
Cobll1	310.1	335.5	293.3	404.4	501.7	587.1
Ncaph	3945.9	3996.6	5036.8	4626.8	6809.7	6567
Sidt2	4437	5568.1	3478.5	4973.5	3630.3	4827.5
Tjp3	391.8	430.1	452.9	490.6	691.4	657.8
Dhcr24	7029.2	8106.6	5461.9	7188.5	4290.7	4901.8
Rnf44	6085	6445.2	5839.6	5932.1	5738.9	5838.5
Rtkn	334.2	366.4	231.1	273.2	327.6	304.5
Dhx8	3265.3	3144.8	3602	3590.8	3573.3	3761.6
Mrpl54	1479	1374.7	1800.5	1657.8	1939.6	1908.8
Synrg	2861.5	3058.6	2575.5	2907.3	2744	2711.6
Cog7	869	901.5	922.5	902.8	913.3	877.1
Cebpa	153.2	136.8	192.1	157.7	12.4	11
5031414D18Rik	67.8	48.7	116.9	116.5	125.4	112.1
Dopey1	1125.3	1216.3	1173.1	1251.4	1701.1	1645.7
Dapk3	1225.5	1327.8	1244.6	1340.6	967.2	942.8
Hrh2	73.3	54.4	65.9	49	234.3	187.6
Vat1	2744.5	3135.4	1866.4	2587.1	1162.1	1247.4
Eef2	136807.1	146155.6	137847.7	146143	163984.6	174455.9
Foxn2	1625.7	1891.9	1786.6	1907.5	1734.3	2007.5
Dpp4	558	462	500.2	489.6	3270.6	2074.5
Igsf6	0	1.9	175.4	74.4	0	0
Rundc1	788.2	765.6	786.1	829.4	702.8	749.2
Zbtb7a	2965.4	3105.4	2604.3	2715.4	2522.2	2728.6
Baz1a	6008	5786.4	7551.1	6754.7	8565.8	9406.5
Ncapd3	4778.7	4893.4	5108.3	4921.6	6539.1	6050.5
Map2k2	4861.3	4804.4	5031.3	5061.6	4165.2	4113.7
Kri1	2369.4	2302.4	2687.8	2554.8	2810.3	2882.1
Anapc13	999	830.2	987.5	819.6	1087.4	981.8
Rrp12	2439.9	2294.9	3044.2	2915.1	1407.8	1741.9
Dhx57	1291.5	1269.7	1412.6	1344.5	2064	1819.9
Zc4h2	244.2	226.8	297.9	244.8	364.9	381.3
Eef2k	5140.8	5488.4	4872.6	5344.6	7266.9	6618.2
Oma1	572.8	593.2	585.6	641.4	271.6	316.7
Mtmr9	1873.6	1930.4	2091.9	2208.1	2099.2	2176.8
Becn1	4614.4	4533.5	4921.7	4699.3	4971.7	5080.9
Secisbp2l	2234.8	2331.4	2138.4	2250.3	2334.5	2275.5
Fam167a	235.8	211.8	139.2	140	181.4	201
Egln3	1337.9	1256.6	1226	1239.7	2913	2403.4
Shc4	224.7	219.3	332.3	194.9	415.7	438.5
Gcfc2	946.1	983	957.8	944.9	1251.2	1280.3
Wdr78	118.8	117.1	117.9	142	193.9	208.3
Arhgap5	1366.7	1370	1583.3	1526.6	1908.5	1770
Secisbp2	1563.5	1451.5	1607.5	1641.2	1014.9	1230.3
Nubpl	430.8	372	404.7	419.1	406.4	365.4
Eif2s3x	2973.8	2771.9	3295.7	3229.5	2477.6	2673.8
Elmod2	954.4	1119.8	809.3	931.2	846.9	836.9
Ap2b1	7114.7	7350.4	6989.6	7687.9	7006.7	6922.7
Mitf	126.3	93.7	83.5	84.2	11.4	13.4
Ints6	2422.3	2385.8	2160.6	2128.8	2210.1	2142.7
Zc3h12c	264.6	283.9	364.7	322.2	237.4	260.7
Tanc1	781.7	741.2	523.5	473	2224.6	1645.7
1110059E24Rik	1786.3	1650.2	1655.7	1547.2	1500	1511.7
Plekhh3	104	118.1	101.2	96.9	108.8	131.6
Ccdc186	633.2	721.5	623.7	678.6	1084.3	991.6
Heatr5a	1912.6	1933.2	2001	2221.9	1508.3	1718.8
Tubg1	2388	2293.9	2879	2609.6	2259.9	2621.4
Arl6ip5	4383.2	4309.6	4683.2	4199.9	3453.1	3371.8
Lars2	6358.9	5101.4	5978.9	5102.7	6111	4873.8
Epn1	3051.8	3511.2	4783.5	4579.8	5125.2	5475.5
Sppl2b	1614.6	1682	1578.7	1920.3	972.4	1091.5
Slfn8	1971.1	1584.6	956.9	1723.4	264.3	361.8
Leprot	985.1	865.9	1200	900.9	1351.8	1112.2
Lsm7	1284	1083.3	1372.7	1170.2	1014.9	1075.6
Spcs2	8172.2	8344.6	7863.8	8375.3	9324.6	9317.6
Pdk3	1112.3	1143.2	1474.8	1294.5	2253.7	2221.9
Fam175a	992.5	1068.3	1023.7	995.9	1055.3	985.5
Trim13	540.4	619.4	400	524.9	125.4	180.3
Scai	854.2	999.9	828.8	951.8	2163.5	2463.1
Oaz1	10591.7	9905.8	10639.8	10429.7	10615.2	10680.7
